id,raw_transcription,path,lang,de
1742,Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.,5907599423488165658.wav,en,"Hong Kong Island gibt dem Gebiet von Hongkong seinen Namen und ist der Ort, den viele Touristen als den Hauptfokus betrachten."
1940,"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.",5910253289107526048.wav,en,"Alles in allem sollten wir uns nicht überrascht zeigen, falls unsere eigenen Vorfahren ihr ""Probleme mit Proteinen"" ähnlich gelöst haben wie heutige Schimpansen auf der Savanne."
1763,"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.",5920564818407981934.wav,en,"Genau wie der Mond eine Anziehungskraft auf die Erde ausübt und Gezeiten verursacht, so übt auch die Milchstraße eine Kraft auf die Sagittarius-Galaxie aus."
1791,Do not deface the site by marking or scratching graffiti into structures.,5922110980503615373.wav,en,"Zerstören Sie die Seite nicht, indem Sie Graffiti in Strukturen markieren oder kratzen."
1761,The photographers later took the place of an aged lady as she needed the lavatory. Mendoza was gunned down.,5966925948005244453.wav,en,"Die Fotografen ersetzten später eine ältere Dame, da sie auf die Toilette musste. Mendoza wurde niedergeschossen."
1781,"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.",5970882371928079940.wav,en,"Madagaskar ist bei weitem das größte und ein eigener Kontinent, wenn es um die Tierwelt geht."
1665,"The document, according to the leak, will refer to the borders dispute, which Palestine wants based on the borders before the 1967 Mideast War.",6057938296244834632.wav,en,"Das Dokument wird, laut dem Leak, sich auf den Grenzstreit beziehen, den Palästina auf Grundlage der Grenzen vor dem Nahostkrieg von 1967 haben möchte."
1717,"Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",6075416811919407935.wav,en,"Aufgrund der Unterwassertopologie konzentriert sich der Rückfluss auf einige tiefere Abschnitte, und dort kann sich eine schnelle Strömung ins tiefe Wasser bilden."
1714,The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.,6080082056978846750.wav,en,"Der Satellit wurde von einer Rakete ins All geschickt. Wissenschaftler benutzen Teleskope im Weltraum, weil die Atmosphäre der Erde einen Teil unseres Lichts und der Sicht verändert."
1971,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.",6162405598905036396.wav,en,"Starke Winde, Hagel, übermäßige Niederschläge und Waldbrände sind Formen und Auswirkungen von extremen Wetterbedingungen, ebenso wie Gewitter, Tornados, Wasserhosen und Zyklone."
1796,"This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.",6203495122297129260.wav,en,"Dieses Sediment war notwendig zur Bildung von Sandbänken und Stränden, die als Lebensräume für Tiere dienten."
1914,Twentieth century research has shown that there are two pools of genetic variation: hidden and expressed.,621925716775998155.wav,en,"Forschungen im 20. Jahrhundert haben gezeigt, dass es zwei Pools genetischer Variationen gibt: versteckte und ausgedrückte."
1861,"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.",6243143230365031162.wav,en,"Infolgedessen rauchen die Darsteller auf der Bühne Cannabis-Joints, und das Theater ermutigt das Publikum, mitzumachen."
1670,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.",6263891810431071444.wav,en,"""Ihr thermisches Verhalten ist nicht so stabil wie große Höhlen auf der Erde, die oft eine ziemlich konstante Temperatur halten, sondern es entspricht diesen tiefen Löchern im Boden"", sagte Glen Cushing vom Astrogeologie-Team des United States Geological Survey (USGS) und der Northern Arizona University in Flagstaff, Arizona."
1788,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,6269047638238623389.wav,en,"USA Gymnastics unterstützt den Brief des United States Olympic Committee und akzeptiert die absolute Notwendigkeit der olympischen Familie, eine sichere Umgebung für alle unsere Athleten zu fördern."
1927,"Angel (2006), explains the Continuum approach as a method being used to help organizations reach a higher level of performance.",6275116524641817120.wav,en,"Angel (2006) erklärt den Kontinuum-Ansatz als eine Methode, die dazu dient, Organisationen zu helfen, ein höheres Leistungsniveau zu erreichen."
1703,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,6284223441572848962.wav,en,Martelly vereidigte gestern einen neuen Neun-Mitglieder-Provisorischen Wahlausschuss (CEP).
1879,One can only wonder what the keyboard will become when something newer comes along.,6306322369645218273.wav,en,"Man kann sich nur fragen, was aus der Tastatur wird, wenn etwas Neueres auftaucht."
1737,"Lions are the most social cats, living in large groups called prides.",6351367445025505944.wav,en,"Löwen sind die geselligsten Katzen, die in großen Gruppen, die Rudel genannt werden, leben."
1901,"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",6354316372780583820.wav,en,"Obwohl KI eine starke Verbindung zur Science-Fiction hat, bildet KI einen sehr wichtigen Zweig der Informatik, der sich mit Verhalten, Lernen und intelligenter Anpassung in einer Maschine befasst."
1952,"Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.",6434859821714227491.wav,en,"Jeder, der in hohen Breitengraden oder über Bergpässe fahren wird, sollte die Möglichkeit von Schnee, Eis oder Frost in Betracht ziehen."
1900,"In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.",6441357835378888974.wav,en,"Tatsächlich ist es nicht einfach zu finden, selbst wenn man wüsste, dass es existiert. Einmal in der Höhle, ist man völlig isoliert."
1967,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.",6507390080013738113.wav,en,"Layton hatte während des Treffens mit dem Premierminister Änderungen am Umweltgesetz der Konservativen gefordert und eine ""gründliche und vollständige Neufassung"" des Umweltgesetzes der Konservativen verlangt."
1663,"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",6603783905885843777.wav,en,"Cochamó Valley - Chiles angesehenes Kletterziel, bekannt als das Yosemite Südamerikas, mit einer Vielzahl von Granitwänden und Felsen."
1888,"Re-entry shock comes on sooner than culture shock (there's less of a honeymoon phase), lasts longer, and can be more severe.",6605272483833286221.wav,en,"Die Wieder-Eintritts-Schock tritt früher auf als der Kulturschock (es gibt weniger Eingewöhnungszeit), dauert länger und kann schlimmer sein."
1800,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.",6614658234069371088.wav,en,"Die Brücke soll im September 2017 voll einsatzfähig sein, wenn die brasilianischen Zollkontrollen voraussichtlich abgeschlossen sind."
1764,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,6620311002113327699.wav,en,"Die Anzahl der anwesenden Personen war so groß, dass es nicht möglich war, dass alle Zugang zur Beerdigung auf dem Petersplatz erlangen konnten."
1766,Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.,6620866315580544260.wav,en,"Einige Atome haben instabile Kerne, was bedeutet, dass sie dazu neigen, sich mit wenig oder gar keiner äußeren Einwirkung zu zerlegen."
1897,"In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.",6656552880161745727.wav,en,"Im Norden wird die Region vom Sahel begrenzt, im Süden und Westen vom Atlantischen Ozean."
1821,The correlation between brain pathology and behaviour supports scientists in their research.,6701991686450020774.wav,en,Die Korrelation zwischen Hirnpathologie und Verhalten unterstützt Wissenschaftler in ihrer Forschung.
1953,He was subsequently relocated to Addenbrooke's Hospital in Cambridge.,6745531990699497785.wav,en,Er wurde anschließend ins Addenbrooke's Hospital in Cambridge verlegt.
1973,"But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).",6774385073956642067.wav,en,"Aber da es sich im ""hohen Tropen"" nur wenige Grad nördlich des Äquators befindet, müssen Sie mit Hitze (immer) und intensiver Sonne (wenn der Himmel klar ist, seltener) umgehen."
1985,"It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.",678174152690230753.wav,en,"Es hängt damit zusammen, beinhaltet aber normalerweise nicht alpinen Stil Skitouren oder Bergsteigen, letztere werden in steilem Gelände durchgeführt und erfordern wesentlich steifere Ski und Stiefel."
1781,"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.",6810123023171733450.wav,en,"Madagaskar ist bei weitem der größte und ein eigener Kontinent, wenn es um die Tierwelt geht."
1675,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.",6817878979697223927.wav,en,"Alle Substantive, neben dem Wort Sie für Sie, beginnen immer mit einem Großbuchstaben, sogar mitten in einem Satz."
1726,Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.,6824515440136565318.wav,en,"Exkursionen sind ein großer Teil eines jeden Klassenzimmers. Oftmals würde ein Lehrer gerne mit seinen Schülern an Orte gehen, die mit dem Bus nicht erreichbar sind."
1921,"On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.",68300966899801601.wav,en,"Auf der anderen Seite sind eisige und verschneite Bedingungen in vielen Ländern normal, und der Verkehr läuft meist das ganze Jahr über weitgehend ungehindert."
1715,"Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese.",6845248534284654.wav,en,"Regelmäßige Durchsagen in der Metro werden nur auf Katalanisch gemacht, aber ungeplante Unterbrechungen werden von einem automatisierten System in einer Vielzahl von Sprachen einschließlich Spanisch, Englisch, Französisch, Arabisch und Japanisch bekannt gegeben."
1856,"Finland is a great boating destination. The ""Land of a thousand lakes"" has thousands of islands too, in the lakes and in the coastal archipelagos.",6847551837519900288.wav,en,"Finnland ist ein großartiges Bootsfahrziel. Das „Land der tausend Seen“ hat auch Tausende von Inseln, in den Seen und in den Küstenarchipelen."
1869,"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.",6852813781354643345.wav,en,"Seine langen Kiefern waren mit mehr als 70 messerscharfen Zähnen besetzt, zusätzlich zu einem zusätzlichen Satz im Gaumen, was bedeutete, dass es für nichts, was seinen Weg kreuzte, kein Entkommen gab."
1844,The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.,6873447881355850328.wav,en,Die Oberfläche des Mondes besteht aus Felsen und Staub. Die äußere Schicht des Mondes wird als Kruste bezeichnet.
1951,"In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.",6909856093066898902.wav,en,"Im Jahr 2002 wurde Goma durch Lava des Vulkans Nyiragongo zerstört, die die meisten Straßen der Stadt begrub, insbesondere das Stadtzentrum."
1738,It also attacked anything that entered the water; even a giant dinosaur such as T. rex would be no match for it.,6915474618514234246.wav,en,"Es griff auch alles an, was ins Wasser gelangte; selbst ein riesiges Dinosaurier wie der T. rex hätte keine Chance dagegen."
1661,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",6917907748364342404.wav,en,"Er nannte keine konkrete Zahl für die Kürzungen und sagte, dass sie anhand des wirtschaftlichen Outputs Chinas vorgenommen werden."
1983,"The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.",6923678949967639873.wav,en,"Das Wort Zivilisation stammt vom lateinischen civilis ab, was bürgerlich bedeutet, im Zusammenhang mit dem lateinischen civis, was Bürger bedeutet, und civitas, was Stadt oder Stadtstaat bedeutet, und das auch irgendwie die Größe der Gesellschaft definiert."
1745,"Plants look their best when in a natural environment, so resist the temptation to remove even ""just one"" specimen.",6927296460002744628.wav,en,"Pflanzen sehen am besten in ihrer natürlichen Umgebung aus, also widerstehen Sie der Versuchung, auch nur ""eines"" Exemplar zu entfernen."
1863,"The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.",6933250279887426793.wav,en,"Das Zentrum der tibetischen Meditation ist das Deity Yoga. Durch die Visualisierung verschiedener Gottheiten werden die Energiekanäle gereinigt, die Chakren aktiviert und das Erleuchtungsbewusstsein geschaffen."
1960,"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim.""",6959849979442158896.wav,en,"Er war angeblich in seinen 20ern. In einer Erklärung sagte Bieber: „Obwohl ich nicht anwesend war und nicht direkt in diesen tragischen Unfall involviert war, sind meine Gedanken und Gebete bei der Familie des Opfers.“"
1901,"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",7053482366261158.wav,en,"Obwohl KI eine starke Verbindung zur Science-Fiction hat, bildet KI einen sehr wichtigen Zweig der Informatik, der sich mit Verhalten, Lernen und intelligenter Anpassung in einer Maschine befasst."
1886,"Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.",7147508536410384136.wav,en,"Alte Kulturen und Stämme begannen, sie zur einfachen Verwendung von Milch, Haaren, Fleisch und Häuten zu halten."
1989,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.",7199696972196091849.wav,en,"Er war auch damit beschäftigt, Geldscheine für viele Länder zu gravieren, aktuelle Beispiele seiner Arbeit sind die Porträts der Premierminister auf der Vorderseite der neuen kanadischen 5-Dollar- und 100-Dollar-Noten."
1910,"Parisians have a reputation for being egocentric, rude and arrogant.",7205372698028731729.wav,en,"Pariser haben den Ruf, egozentrisch, unhöflich und arrogant zu sein."
1724,Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.,7213249863906599090.wav,en,Sein Ruf als Epizentrum des Luxus begann etwa im Jahr 400 n. Chr. und dauerte bis etwa 1100 n. Chr. an.
1817,"The Schengen zone, however, works somewhat like one country in this respect.",7233685891059653046.wav,en,Die Schengen-Zone funktioniert in dieser Hinsicht jedoch in gewisser Weise wie ein Land.
1997,"However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.",7237307653762156914.wav,en,Die Rate von XDR-TB in der gesamten Gruppe von Menschen mit Tuberkulose scheint jedoch immer noch niedrig zu sein; 6.000 der insgesamt 330.000 infizierten Menschen zu einem bestimmten Zeitpunkt in Südafrika.
1892,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",7266355212113564962.wav,en,"Dies ist der Ort, den die britischen Kolonialherren als ihren eigenen betrachteten, daher ist dies ein guter Ausgangspunkt, wenn Sie nach Beweisen für die koloniale Vergangenheit des Gebiets suchen."
1833,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.",727761988624859269.wav,en,"Aristoteles, ein Philosoph, theorisierte, dass alles aus einer Mischung von einem oder mehreren der vier Elemente besteht. Sie waren Erde, Wasser, Luft und Feuer."
1931,"The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs.",7301728842091889171.wav,en,"Der Service wird häufig von Schifffahrtsunternehmen, einschließlich Freizeitbooten, sowie von Expeditionen genutzt, die fernab vom Festland Daten- und Sprachbedarf haben."
2001,Travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,7355420232561873190.wav,en,"Reisende werden dringend darauf hingewiesen, sich über mögliche Risiken schwerer Wetterbedingungen in ihrer Region im Klaren zu sein, da diese möglicherweise Reisepläne beeinträchtigen können."
1819,Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.,7366992441583559574.wav,en,"Das alte China hatte eine einzigartige Möglichkeit, verschiedene Zeitabschnitte darzustellen; jede Phase Chinas oder jede Familie, die an der Macht war, bildete eine deutlich Unterscheidung Dynastie."
1754,There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.,7378068468742958430.wav,en,"Es könnte mehr Maria auf der erdnahen Seite geben, weil die Kruste dünner ist. Es war einfacher für Lava, an die Oberfläche zu gelangen."
1662,Alloys are basically a mixture of two or more metals. Don't forget that there are many elements on the periodic table.,7378917572989533960.wav,en,"Legierungen sind im Grunde eine Mischung aus zwei oder mehr Metallen. Vergessen Sie nicht, dass es viele Elemente im Periodensystem gibt."
1785,Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.,7411546787616977704.wav,en,"Gerüstbau ist keine Lernmethode, sondern vielmehr eine Unterstützung, die Personen hilft, die eine neue Lernerfahrung durchlaufen, wie z.B. die Verwendung eines neuen Computerprogramms oder den Beginn eines neuen Projekts."
1898,"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""",7481269528554216749.wav,en,"""Er [Wales] hat im Grunde von Anfang an gelogen. Erstens, indem er so tat, als ob es aus rechtlichen Gründen sei. Zweitens, indem er vorgab, uns zuzuhören, bis hin zur Löschung seiner Bemühungen."""
1872,"During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.",7489324500816890474.wav,en,"Während des Unabhängigkeitskampfes, der von der Mau-Bewegung organisiert wurde, führte eine friedliche Versammlung in der Stadt zum Tod des obersten Chef Tupua Tamasese Lealofi III."
1799,"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.",7490665909832439995.wav,en,Jenseits des Ereignisses am Mittwoch nahm Carpanedo an zwei Einzelrennen bei den Meisterschaften teil.
1974,"Along the same line, men are required to wear trousers covering the knees.",7497575538636120175.wav,en,"In gleicher Weise sind Männer verpflichtet, Hosen zu tragen, die die Knie bedecken."
1962,The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.,7528221290776312797.wav,en,Der pH-Wert wird durch die Menge an Wasserstoffionen (das H in pH) im getesteten chemischen Stoff angezeigt.
1731,In the archipelagos and lakes you do not necessarily need a yacht.,7546471028199266685.wav,en,In den Archipelen und Seen braucht man nicht unbedingt eine Yacht.
1871,"In the warm climate of the Middle East, the house was not so important.",7587276269543309929.wav,en,Im warmen Klima des Nahen Ostens war das Haus nicht so wichtig.
1835,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.",7610837418342439800.wav,en,"Es wurde keine Tsunami-Warnung herausgegeben, und laut der Geophysik-Agentur in Jakarta wird keine Tsunami-Warnung herausgegeben werden, da das Beben nicht die erforderliche Magnitude von 6,5 erreicht hat."
1707,It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).,7632932253248030737.wav,en,Es ist eine der Hauptattraktionen Südafrikas und gilt als Aushängeschild der südafrikanischen Nationalparks (SANParks).
1906,"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one.""",7702334162140062110.wav,en,"""Das wird kein Abschied sein. Dies ist das Ende eines Kapitels und der Beginn eines neuen."""
1787,"Blogging is a tool that inspires collaboration, and encourages students to extend learning well beyond the traditional school day.",77041922762474361.wav,en,"Blogging ist ein Werkzeug, das Zusammenarbeit fördert und Schüler dazu ermutigt, das Lernen weit über den traditionellen Schultag hinaus auszudehnen."
1703,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,7705168054572226609.wav,en,Martelly vereidigte gestern einen neuen Neun-Mitglieder-Provisorischen Wahlrat (CEP).
1713,"While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.",7733319748371867842.wav,en,"Während Goma relativ sicher ist, sollten Besuche außerhalb von Goma recherchiert werden, um den Stand der anhaltenden Kämpfe in der Provinz Nord-Kivu zu verstehen."
1966,The commission was Martelly's response to widespread anti-regime protests that started in October.,776561182148076732.wav,en,"Die Kommission war Martellys Antwort auf weit verbreitete Anti-Regime-Proteste, die im Oktober begannen."
1880,"Thus, the pencil was a good friend to many people when it came out.",7774130357954037687.wav,en,"Daher war der Bleistift für viele Menschen, als er herauskam, ein guter Freund."
1794,"A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.",7783164194712761839.wav,en,"Eine Zivilisation ist eine einzigartige Kultur, die von einer bedeutenden großen Gruppe von Menschen geteilt wird, die kooperativ leben und arbeiten, eine Gesellschaft."
1837,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,7853008702989503136.wav,en,Die liberale Kritik an den Wiederaufbauanstrengungen konzentrierte sich auf die Vergabe von Wiederauftragsverträgen an wahrgenommene Washingtoner Insider.
1875,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,7886295100481437768.wav,en,"Ein voller 20 Prozent des Wassers, das aus den Flüssen des Planeten in die Ozeane fließt, stammt aus dem Amazonas."
1992,"The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna.",7912552494860461835.wav,en,"Der Begriff Safari wird umgangssprachlich für das Reisen über Land zur Beobachtung der atemberaubenden afrikanischen Tierwelt verwendet, insbesondere in der Savanne."
1812,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",7961517481926142457.wav,en,"Während eine experimentelle Impfstoff zu vermindern Ebola Sterblichkeit fähig zu sein scheint, sind bis jetzt keine für die Behandlung vorhandener Infektion geeignete Medikamente eindeutig gezeigt worden."
1782,Also between each dynasty was an unstable age of divided provinces. The best-known of these periods was the Three Kingdoms epoch taking place for 60 years between the Han and the Jin Dynasty.,7963255664903240942.wav,en,"Auch zwischen jeder Dynastie gab es ein instabiles Zeitalter geteilter Provinzen. Am bekanntesten ist diese Zeitspanne wohl das drei Königreiche-Epoche, die 60 Jahre zwischen der Han- und der Jin-Dynastie stattfand."
1704,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.",7975383736177414509.wav,en,"Im Jahr 1990 wurde es auf die Liste der gefährdeten Weltkulturerbestätten gesetzt, aufgrund der Bedrohung durch Wüstensande."
1686,"As a result, the process of an organization working together to overcome an obstacle can lead to a new innovative process to serve the customer's need.",8036301841859634130.wav,en,"Als Ergebnis kann der Prozess einer Organisation, der darin besteht, zusammenzuarbeiten, um ein Hindernis zu überwinden, zu einem neuen innovativen Prozess führen, um den Bedarf des Kunden zu befriedigen."
1747,Fellow wrestlers also paid tribute to Luna.,8055381310140725360.wav,en,Mitstreiter im Wrestling zollten auch Luna Tribut.
1755,One bomb exploded outside the governor general's office.,8065205721681723081.wav,en,Eine Bombe explodierte vor dem Büro des Generalgouverneurs.
1692,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.",814068542761107022.wav,en,Laut Japans atomarer Regulierungsbehörde wurden radioaktives Caesium und Iod in der Anlage identifiziert.
1831,"The Plitvice Lakes national park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of Alpine and Mediterranean vegetation.",8148321977143490493.wav,en,"Der Nationalpark Plitvicer Seen ist stark bewaldet, hauptsächlich mit Buchen, Fichten und Tannen, und bietet eine Mischung aus alpiner und mediterraner Vegetation."
1790,"His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.",8158297484454595266.wav,en,"Seine Arbeit ist von so anerkannter Qualität und Detailtreue, dass er einer der sehr wenigen ""bekannten Namen"" unter Philatelisten ist. Einige haben sich darauf spezialisiert, ausschließlich seine Arbeit zu sammeln."
1669,Police superintendent Chandra Shekhar Solanki said the accused appeared in court with covered faces.,8173060820032255320.wav,en,"Polizei-Superintendent Chandra Shekhar Solanki sagte, dass die Beschuldigten mit verdeckten Gesichtern vor Gericht erschienen."
1892,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.",8260950316138046112.wav,en,"Das ist der Ort, den die britischen Kolonisatoren als ihren eigenen betrachteten, daher ist dies ein guter Ausgangspunkt, wenn Sie nach Hinweisen auf die koloniale Vergangenheit des Gebiets suchen."
1816,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",8268356342449509719.wav,en,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ keinen großen Eindruck bei Miller, dem die Geschichte erzählt wurde."
1979,The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).,8281638920677065102.wav,en,"Die offizielle Währung der Falklandinseln ist das Falkland-Pfund (FKP), dessen Wert demjenigen eines britischen Pfunds (GBP) entspricht."
1823,Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.,8310039609116176436.wav,en,"Der Verkehrsfluss bezeichnet die Untersuchung der Bewegung einzelner Fahrer und Fahrzeuge zwischen zwei Punkten und der Interaktionen, die sie miteinander eingehen."
1770,"This seems sensible, because the Earth doesn't feel as if it's moving, does it?",8324220666349639753.wav,en,"Das scheint vernünftig zu sein, denn die Erde fühlt sich nicht so an, als ob sie sich bewegen würde, oder?"
1833,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.",8361417265277853163.wav,en,"Aristoteles, ein Philosoph, postulierte, dass alles aus einer Mischung von einem oder mehreren der vier Elemente besteht. Sie waren Erde, Wasser, Luft und Feuer."
1874,"Some people thought he was right but many people believed the opposite; that the Solar System moved around the Earth, including the Sun (and even the other stars).",837008417921522673.wav,en,"Einige Leute dachten, er hätte recht, aber viele Leute glaubten das Gegenteil; dass sich das Sonnensystem um die Erde bewegte, einschließlich der Sonne (und sogar der anderen Sterne)."
1783,"Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.",8395660467583137383.wav,en,"Regionale und saisonale schwere Wetterphänomene umfassen Schneestürme, Schneestürme, Eisstürme und Staubstürme."
1759,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.",8398257681626621326.wav,en,"Dr. Malar Balasubramanian, 29, wurde in Blue Ash, Ohio, einem Vorort etwa 15 Meilen nördlich von Cincinnati liegend am Boden neben der Straße in einem offensichtlich stark medizierten Zustand gefunden."
1829,"Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.",8473036820953240930.wav,en,"Reisende, die in Länder mit hoher Besteuerung reisen, können manchmal erhebliche Geldbeträge sparen, insbesondere bei Produkten wie alkoholischen Getränken und Tabak."
1732,"The age where the events took place is commonly referred as the High Middle Ages the period of European history in the 11th, 12th, and 13th centuries (AD 1000–1300).",8476150411360889825.wav,en,"Das Zeitalter, in dem die Ereignisse stattfanden, wird im Allgemeinen als Hochmittelalter bezeichnet, die Zeit der europäischen Geschichte im 11., 12. und 13. Jahrhundert (1000–1300 n. Chr.)."
1876,The Northern Marianas emergency management office said that there were no damages reported in the nation.,8491962032427728850.wav,en,"Das Büro für Notfallmanagement der Nördlichen Marianen gab bekannt, dass keine Schäden im Land gemeldet wurden."
1844,The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.,851494165324091609.wav,en,Die Oberfläche des Mondes besteht aus Gestein und Staub. Die äußere Schicht des Mondes wird Kruste genannt.
1661,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",8546403500877190903.wav,en,"Er nannte keine konkrete Zahl für die Kürzungen und sagte, sie würden auf der wirtschaftlichen Leistung Chinas basieren."
1920,"They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.",8573379125813015407.wav,en,"Normalerweise haben sie spezielle Angebote an Essen, Getränken und Unterhaltung, um die Gäste bei Laune zu halten und auf dem Gelände zu behalten."
